ano,mes,tipoDespesa,tipoDocumento,dataDocumento,valorDocumento,nomeFornecedor,cnpjCpfFornecedor,valorLiquido,valorGlosa,parcela
2024,9,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-09-24,200.0,069 - PENISULA - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006995,200.0,0.0,0
2024,9,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-09-27,200.0,069 - PENISULA - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006995,200.0,0.0,0
2024,10,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-10-08,150.0,069 - PENISULA - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006995,150.0,0.0,0
2024,10,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-10-16,200.0,069 - PENISULA - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006995,200.0,0.0,0
2024,10,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-10-21,200.0,069 - PENISULA - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006995,200.0,0.0,0
2024,10,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-10-24,100.0,069 - PENISULA - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006995,100.0,0.0,0
2024,11,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-11-07,50.0,069 - PENISULA - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006995,50.0,0.0,0
2024,11,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-11-19,200.0,069 - PENISULA - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006995,200.0,0.0,0
2024,11,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-11-21,200.0,069 - PENISULA - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006995,200.0,0.0,0
2024,12,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-12-06,200.0,069 - PENISULA - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006995,200.0,0.0,0
2024,12,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-12-10,200.0,069 - PENISULA - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006995,200.0,0.0,0
2024,12,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-12-13,200.0,069 - PENISULA - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006995,200.0,0.0,0
2024,6,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-06-19,150.0,071 - LAGO NORTE - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597007100,150.0,0.0,0
2024,11,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-11-04,200.0,19 - 303 SUL - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597001926,200.0,0.0,0
2024,6,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-06-20,100.0,A. LUIZ SOARES VIEIRA - EPP,15503894000100,100.0,0.0,0
2024,4,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-04-05,600.0,AGRESTE COMBUSTIVEIS E SERVICOS LTDA  ME,07583696000175,600.0,0.0,0
2024,9,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-09-20,604.27,ALMEIDA E BARROS COMERCIO LTDA,41576958000102,604.27,0.0,0
2024,8,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-08-04,658.05,AMORIM E CORREIA LTDA,08413304000192,658.05,0.0,0
2024,9,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-09-11,200.0,AUTO POSTO 306 NORTE LTDA,22398818000147,200.0,0.0,0
2024,2,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-02-17,100.0,AUTO POSTO AGUA VIVA LTDA,06081417000102,100.0,0.0,0
2024,3,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-03-24,570.0,AUTO POSTO AGUA VIVA LTDA,06081417000102,570.0,0.0,0
2024,10,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-10-11,300.02,AUTO POSTO ALVES DA SILVA LTDA,18990675000190,300.02,0.0,0
2024,5,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-05-26,260.04,AUTO POSTO ARV LTDA,41214219000170,260.04,0.0,0
2024,8,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-08-01,222.34,AUTO POSTO ARV LTDA,41214219000170,222.34,0.0,0
2024,7,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-07-29,204.03,AUTO POSTO CAPIA II EIRELI,33967242000108,204.03,0.0,0
2024,7,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-07-24,200.0,AUTO POSTO CINCO ESTRELAS LTDA,00692418002665,200.0,0.0,0
2024,5,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-05-09,550.0,AUTO POSTO FAROL LTDA,07247381000157,550.0,0.0,0
2024,5,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-05-31,550.0,AUTO POSTO FAROL LTDA,07247381000157,550.0,0.0,0
2024,7,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-07-07,310.0,AUTO POSTO FAROL LTDA,07247381000157,310.0,0.0,0
2024,7,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-07-25,400.05,AUTO POSTO FAROL LTDA,07247381000157,400.05,0.0,0
2024,9,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-09-12,570.19,AUTO POSTO FORENE LTDA ME,05459764000163,570.19,0.0,0
2024,12,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-12-21,556.68,AUTO POSTO FORENE LTDA ME,05459764000163,556.68,0.0,0
2024,10,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-10-03,200.0,AUTO POSTO GOLDEN GAS LAGO LTDA,30879261000194,200.0,0.0,0
2024,10,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-10-30,220.0,AUTO POSTO GOLDEN GAS LAGO LTDA,30879261000194,220.0,0.0,0
2024,10,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-10-25,200.0,AUTO POSTO GOLDEN GAS LAGO LTDA,30879261000194,200.0,0.0,0
2024,8,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-08-09,594.72,AUTO POSTO HANNAH LTDA,07042809000125,594.72,0.0,0
2024,4,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-04-11,100.0,AUTO POSTO JK LTDA,03482208000182,100.0,0.0,0
2024,9,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-09-09,100.0,AUTO POSTO JK LTDA,03482208000182,100.0,0.0,0
2024,1,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-01-08,400.04,AUTO POSTO MANGABEIRAS LTDA,31560876000116,400.04,0.0,0
2024,6,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-06-12,285.27,AUTO POSTO MANGABEIRAS LTDA,31560876000116,285.27,0.0,0
2024,5,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-05-27,222.23,AUTO POSTO MARE ALTA LTDA,05875523000103,222.23,0.0,0
2024,10,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-10-12,200.0,AUTO POSTO NUNES LTDA,50792055000150,200.0,0.0,0
2024,9,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-09-27,639.73,AUTO POSTO OURO VERDE,19739379000184,639.73,0.0,0
2024,9,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-09-27,287.3,AUTO POSTO OURO VERDE,19739379000184,287.3,0.0,0
2024,4,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-04-19,241.59,AUTO POSTO PIONEIRO LTDA,05101388000130,241.59,0.0,0
2024,6,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-06-29,420.01,AUTO POSTO SMART LTDA  EPP,25023880000142,420.01,0.0,0
2024,5,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-05-11,290.05,AUTO POSTO TIGRE JANGADEIROS LTDA,32876089000140,290.05,0.0,0
2024,4,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-04-26,283.03,AUTO POSTO TRAPICHAO LTDA,09077197000131,283.03,0.0,0
2024,12,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-12-06,640.0,AUTO POSTO TREVO DO FRANCES LTDA,34193732000167,640.0,0.0,0
2024,6,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-06-06,100.0,BELIZE COMPANY AUTO POSTO LTDA,29032820000147,100.0,0.0,0
2024,7,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-07-29,100.0,BELIZE COMPANY AUTO POSTO LTDA,29032820000147,100.0,0.0,0
2024,8,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-08-19,200.0,BELIZE COMPANY AUTO POSTO LTDA,29032820000147,200.0,0.0,0
2024,2,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-02-20,263.97,BELIZE COMPANY AUTO POSTO LTDA,29032820000147,263.97,0.0,0
2024,11,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-11-28,200.0,BELIZE COMPANY AUTO POSTO LTDA,29032820000147,200.0,0.0,0
2024,2,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-02-09,100.0,BRASAL COMBUSTIVEIS LTDA,00097626000400,100.0,0.0,0
2024,8,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-08-24,660.72,CDA EMPREENDIMENTOS LTDA,12486809000316,660.72,0.0,0
2024,4,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-04-13,160.67,CDA EMPREENDIMENTOS LTDA,12486809000316,160.67,0.0,0
2024,4,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-04-17,100.0,CDA EMPREENDIMENTOS LTDA,12486809000316,100.0,0.0,0
2024,4,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-04-11,260.85,CDG COMBUSTIVEIS LTDA,02488031000169,260.85,0.0,0
2024,2,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-02-23,200.0,COX   GAMA LTDA,12519476000112,200.0,0.0,0
2024,3,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-03-03,100.0,DIESEL DISTRIBUIDORA E SERVICOS LTDA,11908167000171,100.0,0.0,0
2024,3,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-03-03,580.04,DIESEL DISTRIBUIDORA E SERVICOS LTDA,11908167000171,580.04,0.0,0
2024,5,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-05-06,284.99,DIESEL DISTRIBUIDORA E SERVICOS LTDA,11908167000171,284.99,0.0,0
2024,9,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2024-09-28,545.04,DIESEL DISTRIBUIDORA E SERVICOS LTDA,11908167000333,545.04,0.0,0
2025,7,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,2025-07-16,997.0,BROAD BRASIL LTDA,48949641000113,997.0,0.0,0
2025,8,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,2025-08-25,997.0,BROAD BRASIL LTDA,48949641000113,997.0,0.0,0
2025,9,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,2025-09-23,997.0,BROAD BRASIL LTDA,48949641000113,997.0,0.0,0
2025,10,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,2025-10-17,997.0,BROAD BRASIL LTDA,48949641000113,997.0,0.0,0
2025,11,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,2025-11-24,997.0,BROAD BRASIL LTDA,48949641000113,997.0,0.0,0
2025,12,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,2025-12-15,997.0,BROAD BRASIL LTDA,48949641000113,997.0,0.0,0
2025,2,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,2025-02-28,1000.0,TECNEGOCIOS SOLUÇÕES EM INFORMÁTICA LTDA,11521613000190,1000.0,0.0,0
2025,3,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,2025-03-31,1000.0,TECNEGOCIOS SOLUÇÕES EM INFORMÁTICA LTDA,11521613000190,1000.0,0.0,0
2025,4,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,2025-04-21,1000.0,TECNEGOCIOS SOLUÇÕES EM INFORMÁTICA LTDA,11521613000190,1000.0,0.0,0
2025,5,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,2025-05-26,1000.0,TECNEGOCIOS SOLUÇÕES EM INFORMÁTICA LTDA,11521613000190,1000.0,0.0,0
2025,6,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,2025-06-27,1000.0,TECNEGOCIOS SOLUÇÕES EM INFORMÁTICA LTDA,11521613000190,1000.0,0.0,0
2025,7,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,2025-07-23,1000.0,TECNEGOCIOS SOLUÇÕES EM INFORMÁTICA LTDA,11521613000190,1000.0,0.0,0
2025,8,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,2025-08-26,1000.0,TECNEGOCIOS SOLUÇÕES EM INFORMÁTICA LTDA,11521613000190,1000.0,0.0,0
2025,9,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,2025-09-24,1000.0,TECNEGOCIOS SOLUÇÕES EM INFORMÁTICA LTDA,11521613000190,1000.0,0.0,0
2025,10,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,2025-10-23,1000.0,TECNEGOCIOS SOLUÇÕES EM INFORMÁTICA LTDA,11521613000190,1000.0,0.0,0
2025,11,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,2025-11-20,1000.0,TECNEGOCIOS SOLUÇÕES EM INFORMÁTICA LTDA,11521613000190,1000.0,0.0,0
2025,12,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Nota Fiscal,2025-12-10,1000.0,TECNEGOCIOS SOLUÇÕES EM INFORMÁTICA LTDA,11521613000190,1000.0,0.0,0
2025,4,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-04-25,200.0,005 - LAGO SUL - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597000520,200.0,0.0,0
2025,6,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-06-17,200.0,031 - 302 NORTE - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597003112,200.0,0.0,0
2025,4,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-04-02,200.0,039 - QI 13 - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597003970,200.0,0.0,0
2025,4,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-04-23,200.0,039 - QI 13 - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597003970,200.0,0.0,0
2025,10,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-10-17,200.0,063 - 311 SUL - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006308,200.0,0.0,0
2025,10,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-10-21,200.0,063 - 311 SUL - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006308,200.0,0.0,0
2025,11,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-11-04,41.47,063 - 311 SUL - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006308,41.47,0.0,0
2025,11,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-11-07,190.38,063 - 311 SUL - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006308,190.38,0.0,0
2025,11,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-11-14,303.46,063 - 311 SUL - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006308,303.46,0.0,0
2025,1,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-01-21,200.0,069 - PENISULA - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006995,200.0,0.0,0
2025,1,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-01-30,200.0,069 - PENISULA - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006995,200.0,0.0,0
2025,2,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-02-05,200.0,069 - PENISULA - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006995,200.0,0.0,0
2025,2,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-02-24,200.0,069 - PENISULA - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006995,200.0,0.0,0
2025,3,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-03-13,200.0,069 - PENISULA - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006995,200.0,0.0,0
2025,3,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-03-20,200.0,069 - PENISULA - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006995,200.0,0.0,0
2025,5,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-05-26,200.0,069 - PENISULA - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006995,200.0,0.0,0
2025,6,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-06-24,200.0,069 - PENISULA - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006995,200.0,0.0,0
2025,12,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-12-09,200.0,069 - PENISULA - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006995,200.0,0.0,0
2025,3,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-03-31,200.0,071 - LAGO NORTE - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597007100,200.0,0.0,0
2025,8,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-08-29,200.0,092 - GUARAPARI - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597009234,200.0,0.0,0
2025,11,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-11-03,183.34,14 - QL 14 - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597001411,183.34,0.0,0
2025,7,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-07-16,300.0,A P ALVES LTDA,02850879000196,300.0,0.0,0
2025,7,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-07-15,260.01,AUTO POSTO ARV LTDA,41214219000170,260.01,0.0,0
2025,7,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-07-23,300.01,AUTO POSTO ARV LTDA,41214219000170,300.01,0.0,0
2025,7,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-07-24,150.0,AUTO POSTO ARV LTDA,41214219000170,150.0,0.0,0
2025,7,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-07-25,250.81,AUTO POSTO ARV LTDA,41214219000170,250.81,0.0,0
2025,7,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-07-26,300.0,AUTO POSTO ARV LTDA,41214219000170,300.0,0.0,0
2025,7,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-07-28,155.02,AUTO POSTO ARV LTDA,41214219000170,155.02,0.0,0
2025,7,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-07-30,290.04,AUTO POSTO ARV LTDA,41214219000170,290.04,0.0,0
2025,7,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-07-31,80.0,AUTO POSTO ARV LTDA,41214219000170,80.0,0.0,0
2025,5,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-05-15,400.0,AUTO POSTO BALSAMO LTDA,13564704000139,400.0,0.0,0
2025,3,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-03-15,636.08,AUTO POSTO BL LTDA,29763548000175,636.08,0.0,0
2025,3,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-03-26,200.0,AUTO POSTO CINCO ESTRELAS LTDA,00692418000107,200.0,0.0,0
2025,4,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-04-22,200.0,AUTO POSTO CINCO ESTRELAS LTDA,00692418000379,200.0,0.0,0
2025,11,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-11-20,600.0,AUTO POSTO CLEAN CAR LTDA,03496743000192,600.0,0.0,0
2025,1,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-01-06,500.03,AUTO POSTO COMENDADOR LTDA,09280520000170,500.03,0.0,0
2025,11,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-11-01,660.0,AUTO POSTO FAROL LTDA,07247381000157,660.0,0.0,0
2025,7,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-07-25,258.44,AUTO POSTO GLOBO EIRELI,15696129000153,258.44,0.0,0
2025,1,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-01-27,200.0,AUTO POSTO GOLDEN GAS LAGO LTDA,30879261000194,200.0,0.0,0
2025,9,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-09-16,200.0,AUTO POSTO GOLDEN GAS LAGO LTDA,30879261000194,200.0,0.0,0
2025,11,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-11-27,150.0,AUTO POSTO GOLDEN GAS LAGO LTDA,30879261000194,150.0,0.0,0
2025,9,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-09-09,200.0,AUTO POSTO GOLDEN GAS LAGO LTDA,30879261000194,200.0,0.0,0
2025,9,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-09-15,200.0,AUTO POSTO GOLDEN GAS LAGO LTDA,30879261000194,200.0,0.0,0
2025,9,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-09-18,200.0,AUTO POSTO GOLDEN GAS LAGO LTDA,30879261000194,200.0,0.0,0
2025,2,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-02-21,200.0,AUTO POSTO GOLDEN GAS LAGO LTDA,30879261000194,200.0,0.0,0
2025,3,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-03-11,200.0,AUTO POSTO GOLDEN GAS LAGO LTDA,30879261000194,200.0,0.0,0
2025,12,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-12-02,70.0,AUTO POSTO GOLDEN GAS LAGO LTDA,30879261000194,70.0,0.0,0
2025,10,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-10-24,100.0,AUTO POSTO GOLDEN GAS LAGO LTDA,30879261000194,100.0,0.0,0
2025,12,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-12-11,100.0,AUTO POSTO GOLDEN GAS LAGO LTDA,30879261000194,100.0,0.0,0
2025,4,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-04-30,200.0,AUTO POSTO GOLDEN GAS LAGO LTDA,30879261000194,200.0,0.0,0
2025,12,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-12-12,200.0,AUTO POSTO GOLDEN GAS LAGO LTDA,30879261000194,200.0,0.0,0
2025,5,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-05-06,200.0,AUTO POSTO GOLDEN GAS LAGO LTDA,30879261000194,200.0,0.0,0
2025,7,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-07-08,200.0,AUTO POSTO GOLDEN GAS LAGO LTDA,30879261000194,200.0,0.0,0
2025,7,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-07-23,200.0,AUTO POSTO GOLDEN GAS LAGO LTDA,30879261000194,200.0,0.0,0
2025,5,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-05-22,200.0,AUTO POSTO GOLDEN GAS LAGO LTDA,30879261000194,200.0,0.0,0
2025,5,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-05-14,200.0,AUTO POSTO GOLDEN GAS LAGO LTDA,30879261000194,200.0,0.0,0
2025,6,COMBUSTÍVEIS E LUBRIFICANTES.,Nota Fiscal Eletrônica,2025-06-10,200.0,AUTO POSTO GOLDEN GAS LAGO LTDA,30879261000194,200.0,0.0,0
